pdf_url,year,num_pages,title,journal,authors,vol,issue,ID,fg_count,tb_count
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/25621400_wo_cover.pdf',2010,43,Inference for the Identified Set in Partially Identified Econometric Models,Econometrica,Joseph P. Romano and Azeem M. Shaikh,78,1,25621400,4,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/1555524_wo_cover.pdf',2003,15,Implementation with Near-Complete Information,Econometrica,Kim-Sau Chung and Jeffrey C. Ely,71,3,1555524,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598755_wo_cover.pdf',2005,38,Accuracy of Simulations for Stochastic Dynamic Models,Econometrica,Manuel S. Santos and Adrian Peralta-Alva,73,6,3598755,2,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40664491_wo_cover.pdf',2010,16,OBJECTIVE AND SUBJECTIVE RATIONALITY IN A MULTIPLE PRIOR MODEL,Econometrica,Itzhak Gilboa; Fabio Maccheroni; Massimo Marinacci and David Schmeidler,78,2,40664491,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3805923_wo_cover.pdf',2006,40,The Effect of School Choice on Participants: Evidence from Randomized Lotteries,Econometrica,Julie Berry Cullen; Brian A. Jacob and Steven Levitt,74,5,3805923,1,9
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40928468_wo_cover.pdf',2010,15,"RECONSIDERING THE EFFECT OF MARKET EXPERIENCE ON THE ""ENDOWMENT EFFECT""",Econometrica,Dirk Engelmann and Guillaume Hollard,78,6,40928468,0,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40263856_wo_cover.pdf',2009,28,Bubbles and Self-Enforcing Debt,Econometrica,Christian Hellwig and Guido Lorenzoni,77,4,40263856,4,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3082003_wo_cover.pdf',2002,41,Ambiguity; Risk; and Asset Returns in Continuous Time,Econometrica,Zengjing Chen and Larry Epstein,70,4,3082003,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/2692311_wo_cover.pdf',2002,14,An Efficient Auction,Econometrica,Motty Perry and Philip J. Reny,70,3,2692311,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3805924_wo_cover.pdf',2006,39,Toward a Strategic Foundation for Rational Expectations Equilibrium,Econometrica,Philip J. Reny and Motty Perry,74,5,3805924,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40056510_wo_cover.pdf',2008,24,Marginal Contributions and Externalities in the Value,Econometrica,Geoffroy de Clippel and Roberto Serrano,76,6,40056510,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/4502020_wo_cover.pdf',2007,33,Efficiency with Endogenous Population Growth,Econometrica,Mikhail Golosov; Larry E. Jones and Michèle Tertilt,75,4,4502020,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/4502006_wo_cover.pdf',2007,44,Decision Theory Applited to an Instrumental Variables Model,Econometrica,Gary Chamberlain,75,3,4502006,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40928443_wo_cover.pdf',2010,22,WHAT HAPPENS IN THE FIELD STAYS IN THE FIELD: EXPLORING WHETHER PROFESSIONALS PLAY MINIMAX IN LABORATORY EXPERIMENTS,Econometrica,Steven D. Levitt; John A. List and David H. Reiley,78,4,40928443,6,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598916_wo_cover.pdf',2004,6,Asymptotic Normality of the QMLE Estimator of ARCH in the Nonstationary Case,Econometrica,Søren Tolver Jensen and Anders Rahbek,72,2,3598916,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/4502011_wo_cover.pdf',2007,37,Market Entry Costs; Producer Heterogeneity; and Export Dynamics,Econometrica,Sanghamitra Das; Mark J. Roberts and James R. Tybout,75,3,4502011,5,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598912_wo_cover.pdf',2004,27,The Time Consistency of Optimal Monetary and Fiscal Policies,Econometrica,Fernando Alvarez; Patrick J. Kehoe and Pablo Andrés Neumeyer,72,2,3598912,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598883_wo_cover.pdf',2005,35,Cross-Section Regression with Common Shocks,Econometrica,Donald W. K. Andrews,73,5,3598883,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/25621367_wo_cover.pdf',2009,33,Testing Hypotheses about the Number of Factors in Large Factor Models,Econometrica,Alexei Onatski,77,5,25621367,3,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598849_wo_cover.pdf',2004,43,Estimation of Nonlinear Models with Measurement Error,Econometrica,Susanne M. Schennach,72,1,3598849,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3082022_wo_cover.pdf',2002,23,The Optimality of a Simple Market Mechanism,Econometrica,Mark A. Satterthwaite and Steven R. Williams,70,5,3082022,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40664514_wo_cover.pdf',2010,36,THE ROLE OF INFORMATION IN REPEATED GAMES WITH FREQUENT ACTIONS,Econometrica,Yuliy Sannikov and Andrzej Skrzypacz,78,3,40664514,9,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/2692309_wo_cover.pdf',2002,43,Spatial Price Competition: A Semiparametric Approach,Econometrica,Joris Pinkse; Margaret E. Slade and Craig Brett,70,3,2692309,3,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3082049_wo_cover.pdf',2003,9,Randomization; Communication; and Efficiency in Repeated Games with Imperfect Public Monitoring,Econometrica,Michihiro Kandori,71,1,3082049,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598928_wo_cover.pdf',2006,21,On the Generic (Im)Possibility of Full Surplus Extraction in Mechanism Design,Econometrica,Aviad Heifetz and Zvika Neeman,74,1,3598928,0,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598924_wo_cover.pdf',2006,27,Convergence Properties of the Likelihood of Computed Dynamic Models,Econometrica,Jesús Fernández-Villaverde; Juan F. Rubio-Ramírez and Manuel S. Santos,74,1,3598924,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3082048_wo_cover.pdf',2003,25,Equivalence Scales Reconsidered,Econometrica,Udo Ebert and Patrick Moyes,71,1,3082048,0,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/1555514_wo_cover.pdf',2003,18,Estimation of Semiparametric Models When the Criterion Function Is Not Smooth,Econometrica,Xiaohong Chen; Oliver Linton and Ingrid Van Keilegom,71,5,1555514,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/1555507_wo_cover.pdf',2003,37,Identification in Nonseparable Models,Econometrica,Andrew Chesher,71,5,1555507,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/4123101_wo_cover.pdf',2006,17,Speculation in Standard Auctions with Resale,Econometrica,Rod Garratt and Thomas Tröger,74,3,4123101,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/1555492_wo_cover.pdf',2003,39,The Time Series and Cross-Section Asymptotics of Dynamic Panel Data Estimators,Econometrica,Javier Alvarez and Manuel Arellano,71,4,1555492,0,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3082068_wo_cover.pdf',2003,47,Modeling and Forecasting Realized Volatility,Econometrica,Torben G. Andersen; Tim Bollerslev; Francis X. Diebold and Paul Labys,71,2,3082068,7,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/2692303_wo_cover.pdf',2002,22,International Business Cycles with Endogenous Incomplete Markets,Econometrica,Patrick J. Kehoe and Fabrizio Perri,70,3,2692303,7,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40928970_wo_cover.pdf',2010,38,AN AXIOMATIZATION OF THE SERIAL COST-SHARING METHOD,Econometrica,Yves Sprumont,78,5,40928970,13,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598750_wo_cover.pdf',2005,48,Estimating the Effects of a Time-Limited Earnings Subsidy for Welfare-Leavers,Econometrica,David Card and R. Hyslop,73,6,3598750,15,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598943_wo_cover.pdf',2005,41,Uncertainty and Risk in Financial Markets,Econometrica,Luca Rigotti and Chris Shannon,73,1,3598943,6,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598757_wo_cover.pdf',2005,14,Driving Forces behind Informal Sanctions,Econometrica,Armin Falk; Ernst Fehr and Urs Fischbacher,73,6,3598757,2,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/1555536_wo_cover.pdf',2003,31,The Impact of Trade on Intra-Industry Reallocations and Aggregate Industry Productivity,Econometrica,Marc J. Melitz,71,6,1555536,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/25621374_wo_cover.pdf',2009,19,Asymptotics for Statistical Treatment Rules,Econometrica,Keisuke Hirano and Jack R. Porter,77,5,25621374,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598938_wo_cover.pdf',2005,30,Strategic Experimentation with Exponential Bandits,Econometrica,Godfrey Keller; Sven Rady and Martin Cripps,73,1,3598938,3,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598884_wo_cover.pdf',2005,35,Zero Expected Wealth Taxes: A Mirrlees Approach to Dynamic Optimal Taxation,Econometrica,Narayana R. Kocherlakota,73,5,3598884,2,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/2692169_wo_cover.pdf',2002,22,Individual Sense of Justice: A Utility Representation,Econometrica,Edi Karni and Zvi Safra,70,1,2692169,7,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3082039_wo_cover.pdf',2003,26,Inductive Inference: An Axiomatic Approach,Econometrica,Itzhak Gilboa and David Schmeidler,71,1,3082039,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/4501993_wo_cover.pdf',2007,41,Changes in the Distribution of Male and Female Wages Accounting for Employment Composition Using Bounds,Econometrica,Richard Blundell; Amanda Gosling; Hidehiko Ichimura and Costas Meghir,75,2,4501993,15,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598751_wo_cover.pdf',2005,43,Robust Mechanism Design,Econometrica,Dirk Bergemann and Stephen Morris,73,6,3598751,1,15
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40056495_wo_cover.pdf',2008,40,Semiparametric Power Envelopes for Tests of the Unit Root Hypothesis,Econometrica,Michael Jansson,76,5,40056495,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/1555522_wo_cover.pdf',2003,19,Bargaining without a Common Prior: An Immediate Agreement Theorem,Econometrica,Muhamet Yildiz,71,3,1555522,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/25621406_wo_cover.pdf',2010,18,Evaluating Marginal Policy Changes and the Average Effect of Treatment for Individuals at the Margin,Econometrica,Pedro Carneiro; James J. Heckman and Edward Vytlacil,78,1,25621406,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40056527_wo_cover.pdf',2009,13,Virtual Determinacy in Overlapping Generations Models,Econometrica,Jonathan L. Burke,77,1,40056527,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/25621399_wo_cover.pdf',2010,10,Binary Response Models for Panel Data: Identification and Information,Econometrica,Gary Chamberlain,78,1,25621399,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/2692312_wo_cover.pdf',2002,7,A Commodity Price Process with a Unique Continuous Invariant Distribution Having Infinite Mean,Econometrica,Eugenio S. A. Bobenrieth H.; Juan R. A. Bobenrieth H. and Brian D. Wright,70,3,2692312,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40928471_wo_cover.pdf',2010,22,TEMPTATION AND TAXATION,Econometrica,Per Krusell; Burhanettin Kuruşçu and Anthony A. Smith; Jr.,78,6,40928471,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598779_wo_cover.pdf',2004,41,A Dynamic Theory of Holdup,Econometrica,Yeon-Koo Che and József Sákovics,72,4,3598779,3,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/2692292_wo_cover.pdf',2002,19,Semiparametric Bayesian Inference in Autoregressive Panel Data Models,Econometrica,Keisuke Hirano,70,2,2692292,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40056515_wo_cover.pdf',2008,6,"Problems with Coordination in Two-Player Games: Comment on ""Computational Complexity and Communication""",Econometrica,Vanessa Teague,76,6,40056515,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/25621398_wo_cover.pdf',2010,39,Inference for Parameters Defined by Moment Inequalities Using Generalized Moment Selection,Econometrica,Donald W. K. Andrews and Gustavo Soares,78,1,25621398,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40056496_wo_cover.pdf',2008,24,Calibration Results for Non-Expected Utility Theories,Econometrica,Zvi Safra and Uzi Segal,76,5,40056496,2,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40056492_wo_cover.pdf',2008,38,Testing Models of Low-Frequency Variability,Econometrica,Ulrich K. Müller and Mark W. Watson,76,5,40056492,7,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/4123095_wo_cover.pdf',2006,26,The Limits of Ex Post Implementation,Econometrica,Philippe Jehiel; Moritz Meyer-ter-Vehn; Benny Moldovanu and William R. Zame,74,3,4123095,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/1555494_wo_cover.pdf',2003,24,Isotone Equilibrium in Games of Incomplete Information,Econometrica,David McAdams,71,4,1555494,6,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3082050_wo_cover.pdf',2003,10,Micro-Level Estimation of Poverty and Inequality,Econometrica,Chris Elbers; Jean O. Lanjouw and Peter Lanjouw,71,1,3082050,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/4502024_wo_cover.pdf',2007,15,Leats Squares Model Averaging,Econometrica,Bruce E. Hansen,75,4,4502024,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40263873_wo_cover.pdf',2009,48,Robust Priors in Nonlinear Panel Data Models,Econometrica,Manuel Arellano and Stéphane Bonhomme,77,2,40263873,2,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/4502002_wo_cover.pdf',2007,10,Representing Preferences with a Unique Subjective State Space: A Corrigendum,Econometrica,Eddie Dekel; Barton L. Lipman; Aldo Rustichini and Todd Sarver,75,2,4502002,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3805916_wo_cover.pdf',2006,45,Robustly Collusion-Proof Implementation,Econometrica,Yeon-Koo Che and Jinwoo Kim,74,4,3805916,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3805911_wo_cover.pdf',2006,19,Dilemmas of an Economic Theorist,Econometrica,Ariel Rubinstein,74,4,3805911,2,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3082010_wo_cover.pdf',2002,19,Asymptotically Unbiased Inference for a Dynamic Panel Model with Fixed Effects When Both n and T Are Large,Econometrica,Jinyong Hahn and Guido Kuersteiner,70,4,3082010,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598826_wo_cover.pdf',2005,5,Information-Based Relative Consumption Effects: Correction,Econometrica,Georg Nöldeke and Larry Samuelson,73,4,3598826,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/25621403_wo_cover.pdf',2010,24,Mediated Partnerships,Econometrica,David Rahman and Ichiro Obara,78,1,25621403,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598794_wo_cover.pdf',2005,22,Beliefs in Repeated Games,Econometrica,John H. Nachbar,73,2,3598794,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40056427_wo_cover.pdf',2008,42,Limited Rationality and Strategic Interaction: The Impact of the Strategic Environment on Nominal Inertia,Econometrica,Ernst Fehr and Jean-Robert Tyran,76,2,40056427,13,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3082045_wo_cover.pdf',2003,36,Nonparametric Engel Curves and Revealed Preference,Econometrica,Richard W. Blundell; Martin Browning and Ian A. Crawford,71,1,3082045,7,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598818_wo_cover.pdf',2005,37,Uncertainty and Learning in Pharmaceutical Demand,Econometrica,Gregory S. Crawford and Matthew Shum,73,4,3598818,3,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/4123082_wo_cover.pdf',2006,46,The Folk Theorem for Games with Private Almost-Perfect Monitoring,Econometrica,Johannes Hörner and Wojciech Olszewski,74,6,4123082,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598785_wo_cover.pdf',2004,17,Efficient Semiparametric Estimation of Censored and Truncated Regressions via a Smoothed Self-Consistency Equation,Econometrica,Stephen R. Cosslett,72,4,3598785,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/4502031_wo_cover.pdf',2007,42,Estimation and Confidence Regions for Parameter Sets in Econometric Models,Econometrica,Victor Chernozhukov; Han Hong and Elie Tamer,75,5,4502031,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598882_wo_cover.pdf',2005,26,Nonparametric Identification under Discrete Variation,Econometrica,Andrew Chesher,73,5,3598882,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/4123089_wo_cover.pdf',2006,7,Reciprocal Upper Semicontinuity and Better Reply Secure Games: A Comment,Econometrica,Adib Bagh and Alejandro Jofre,74,6,4123089,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598836_wo_cover.pdf',2004,30,Repeated Games with Private Monitoring: Two Players,Econometrica,Hitoshi Matsushima,72,3,3598836,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/2692283_wo_cover.pdf',2002,19,Envelope Theorems for Arbitrary Choice Sets,Econometrica,Paul Milgrom and Ilya Segal,70,2,2692283,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40056509_wo_cover.pdf',2008,37,Markov Perfect Industry Dynamics with Many Firms,Econometrica,Gabriel Y. Weintraub; C. Lanier Benkard and Benjamin Van Roy,76,6,40056509,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/1555490_wo_cover.pdf',2003,34,Bootstrap Methods for Markov Processes,Econometrica,Joel L. Horowitz,71,4,1555490,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/25621397_wo_cover.pdf',2010,46,Large Risks; Limited Liability; and Dynamic Moral Hazard,Econometrica,Bruno Biais; Thomas Mariotti; Jean-Charles Rochet and Stéphane Villeneuve,78,1,25621397,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/3598907_wo_cover.pdf',2004,23,Expedient and Monotone Learning Rules,Econometrica,Tilman Börgers; Antonio J. Morales and Rajiv Sarin,72,2,3598907,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/2692289_wo_cover.pdf',2002,17,Giving According to GARP: An Experimental Test of the Consistency of Preferences for Altruism,Econometrica,James Andreoni and John Miller,70,2,2692289,5,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/1555505_wo_cover.pdf',2003,37,Nonparametric Estimation of Nonadditive Random Functions,Econometrica,Rosa L. Matzkin,71,5,1555505,1,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40263861_wo_cover.pdf',2009,17,More on Confidence Intervals for Partially Identified Parameters,Econometrica,Jörg Stoye,77,4,40263861,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/40928444_wo_cover.pdf',2010,18,CAN RELAXATION OF BELIEFS RATIONALIZE THE WINNER'S CURSE?: AN EXPERIMENTAL STUDY,Econometrica,Asen Ivanov; Dan Levin and Muriel Niederle,78,4,40928444,5,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/1555512_wo_cover.pdf',2003,14,Instrumental Variable Estimation of Nonparametric Models,Econometrica,Whitney K. Newey and James L. Powell,71,5,1555512,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_wo_cover/4502059_wo_cover.pdf',2008,22,Instrumental Variable Treatment of Nonclassical Measurement Error Models,Econometrica,Yingyao Hu and Susanne M. Schennach,76,1,4502059,0,1
